duration,en_text,ru_text
11.868571428571428," turns out that if you train a planarian and then cut their heads off, the tail will regenerate a brand new brain that still remembers the original information. I think planaria hold the answer to pretty much every deep question of life.","Оказывается, если обучить планарий, а затем отрезать им голову, хвост регенерирует совершенно новый мозг, который все еще помнит первоначальную информацию. Я думаю, что в планариях кроется ответ практически на все глубокие вопросы жизни."
6.9913216195569134," For one thing, they're similar to our ancestors. So they have true symmetry, they have a true brain, they're not like earthworms, they're, you know, they're much more advanced life form.","Во-первых, они похожи на наших предков. Так что у них настоящая симметрия, у них настоящий мозг, они не похожи на дождевых червей, они, знаете ли, гораздо более продвинутая форма жизни."
5.700106951871658," They have lots of different internal organs, but they're these little, they're about, you know, maybe two centimeters in the centimeter to two in size.","У них много различных внутренних органов, но они такие маленькие, они размером примерно два сантиметра на один."
2.1344680851063833, And they have a head and a tail.,И у них есть голова и хвост.
4.133287016934434, And the first thing is planaria are immortal. So they do not age.,"И во-первых, планарии бессмертны. Так они не стареют."
6.645087003222342, There's no such thing as an old planarian. So that right there tells you that these theories of thermodynamic limitations on lifespan are wrong.,"Нет такой вещи, как старая планария. Итак, это прямо говорит вам, что эти теории термодинамических ограничений продолжительности жизни неверны."
3.1105286812536956, It's not that well over time of everything degrades.,"Это не так хорошо, со временем все деградирует."
5.560629213483146," No, planaria can keep it going for probably, you know, how long have they been around 400 million years, right?","Нет, планарии могут продолжаться, наверное, вы знаете, как долго они существуют около 400 миллионов лет, верно?"
8.736," So these are the actual, so the planaria in our lab are actually in physical continuity with planaria that were here 400 million years ago.","Итак, это настоящие, так что планарии в нашей лаборатории на самом деле физически неразрывны с планариями, которые были здесь 400 миллионов лет назад."
7.908923076923077," The following is a conversation with Michael Levin, one of the most fascinating and brilliant biologists I've ever talked to.","Ниже приводится беседа с Майклом Левиным, одним из самых увлекательных и блестящих биологов, с которыми я когда-либо разговаривал."
8.522135746606335, He and his lab at Tufts University works on novel ways to understand and control complex pattern formation in biological systems.,Он и его лаборатория в Университете Тафтса работают над новыми способами понимания и управления формированием сложных паттернов в биологических системах.
7.054158567774936," Andre Karpathy, a world class AI researcher, is the person who first introduced me to Michael Levin's work.","Андрей Карпати, исследователь искусственного интеллекта мирового класса, был первым, кто познакомил меня с работой Майкла Левина."
11.142715569589507," I bring this up because these two people make me realize that biology has a lot to teach us about AI, and AI might have a lot to teach us about biology.","Я говорю об этом, потому что эти два человека заставили меня понять, что биология может многому нас научить в отношении ИИ, а ИИ может многому научить нас в биологии."
6.510248857287964," This is the Lex Friedman podcast. To support it, please check out our sponsors in the description.","Это подкаст Лекса Фридмана. Чтобы поддержать его, пожалуйста, ознакомьтесь с нашими спонсорами в описании."
2.970618181818182," And now, dear friends, here's Michael Levin.","А теперь, дорогие друзья, это Майкл Левин."
10.4896, Embryogenesis is the process of building the human body from a single cell. I think it's one of the most incredible things that exists on earth from a single embryo.,"Эмбриогенез – это процесс построения человеческого тела из одной клетки. Я думаю, что это одна из самых невероятных вещей, которые существуют на земле из одного эмбриона."
1.9313777777777779, So how does this process work?,Так как же работает этот процесс?
5.690222222222221," Yeah, it is an incredible process. I think it's maybe the most magical process there is.","Да, это невероятный процесс. Я думаю, что это, возможно, самый волшебный процесс."
9.391428571428573," And I think one of the most fundamentally interesting things about it is that it shows that each of us takes the journey from so called just physics to mind, right?","И я думаю, что одна из самых фундаментально интересных вещей в этом заключается в том, что это показывает, что каждый из нас совершает путешествие от так называемой просто физики к разуму, верно?"
8.991458026509571," Because we all start life as a single quiescent, unfertilized oocyte, and it's basically a bag of chemicals, and you look at that and you say, okay, this is chemistry and physics.","Потому что все мы начинаем жизнь как один неподвижный неоплодотворенный ооцит, и это, по сути, мешок с химическими веществами, и вы смотрите на это и говорите: «Хорошо, это химия и физика»."
7.360824742268041," And then nine months and some years later, you have an organism with high level cognition and preferences and an inner life and so on.","И затем девять месяцев и несколько лет спустя у вас есть организм с высоким уровнем познания и предпочтений, внутренней жизнью и так далее."
5.158841851283176, And what embryogenesis tells us is that that transformation from physics to mind is gradual.,"Эмбриогенез говорит нам, что эта трансформация от физики к разуму происходит постепенно."
7.023131019036954," It's smooth. There is no special place where, you know, a lightning bolt says, boom, now you've gone from physics to true cognition.","Это гладко. Нет особого места, где, знаете, молния говорит: бум, вот вы перешли от физики к истинному познанию."
9.02076740237691," That doesn't happen. And so we can see in this process that the whole mystery, you know, the biggest mystery of the universe, basically, how you get mind from matter.","Этого не бывает. Итак, мы можем увидеть в этом процессе, что вся загадка, знаете ли, самая большая загадка вселенной, в основном, в том, как вы получаете разум из материи."
4.156625310173697," From just physics, in quotes. Yeah. So where's the magic into the thing?","Из просто физики, в кавычках. Ага. Так в чем же магия?"
6.913657770800627, How do we get from information encoded in DNA and make physical reality out of that information?,"Как мы получаем информацию, закодированную в ДНК, и делаем из этой информации физическую реальность?"
10.14326530612245, So one of the things that I think is really important if we're going to bring in DNA into this picture is to think about the fact that what DNA encodes is the hardware of life.,"Так что одна из вещей, которые я считаю действительно важными, если мы собираемся ввести ДНК в эту картину, — это подумать о том факте, что то, что кодирует ДНК, является аппаратным обеспечением жизни."
4.5, DNA contains the instructions for the kind of micro level hardware that every cell gets to play with.,"ДНК содержит инструкции для аппаратного обеспечения микроуровня, с которым может играть каждая клетка."
8.343212435233161," So all the proteins, all the signaling factors, the ion channels, all the cool little pieces of hardware that cells have, that's what's in the DNA.","Итак, все белки, все сигнальные факторы, ионные каналы, все классные аппаратные части, которые есть в клетках, — вот что находится в ДНК."
4.5238843389603876, The rest of it is in so called generic laws. And these are laws of mathematics.,Остальное в так называемых общих законах. И это законы математики.
7.617851679414699," These are laws of computation. These are laws of physics, of all kinds of interesting things that are not directly in the DNA.","Это законы вычислений. Это законы физики, всевозможных интересных вещей, которые не находятся непосредственно в ДНК."
7.564692572032778," And that process, you know, I think the reason I always put just physics in quotes is because I don't think there is such a thing as just physics.","И этот процесс, вы знаете, я думаю, что причина, по которой я всегда беру в кавычки только физику, заключается в том, что я не думаю, что существует такая вещь, как просто физика."
7.666569500674764," I think that thinking about these things in binary categories, like this is physics, this is true cognition, this is as if it's only faking these kinds of things.","Я думаю, что размышление об этих вещах в бинарных категориях, как будто это физика, это истинное познание, это как если бы это только подделка таких вещей."
1.6704561403508773, I think that's what gets us in trouble.,"Я думаю, это то, что доставляет нам неприятности."
4.917333333333334," I think that we really have to understand that it's a continuum and we have to work up the scaling, the laws of scaling.","Я думаю, что мы действительно должны понять, что это континуум, и мы должны работать над масштабированием, законами масштабирования."
4.576, And we can certainly talk about that. There's a lot of really interesting thoughts to be had there.,"И мы, безусловно, можем говорить об этом. Там много действительно интересных мыслей."
4.0050526315789465, So the physics is deeply integrated with the information.,"Таким образом, физика глубоко интегрирована с информацией."
9.834947368421053," So the DNA doesn't exist on its own. The DNA is integrated as, in some sense, in response to the laws of physics at every scale.","Итак, ДНК не существует сама по себе. ДНК интегрирована, в некотором смысле, в ответ на законы физики на каждом уровне."
3.6000000000000005, The laws of the environment it exists in.,"Законы среды, в которой он существует."
2.867628865979381," Yeah, the environment and also the laws of the universe.","Да, окружающая среда, а также законы Вселенной."
25.86333227921489," I mean, the thing about the DNA is that interesting things that you do not have to evolve from scratch because the laws of physics give it interesting things that you do not have to evolve from scratch because the laws of physics give it interesting things that you do not have to evolve from scratch because the laws of physics give it interesting things that you do not have to evolve from scratch because the laws of physics give it to you for free.","Я имею в виду, что в ДНК есть интересные вещи, которые вам не нужно развивать с нуля, потому что законы физики дают ей интересные вещи, которые вам не нужно развивать с нуля, потому что законы физики дают ей интересные вещи, которые вам нужны. не нужно развиваться с нуля, потому что законы физики дают интересные вещи, которые вам не нужно развивать с нуля, потому что законы физики дают вам это бесплатно."
8.803506939912108," So just as a really stupid example, if you're trying to evolve a particular triangle, you can evolve the first angle and you evolve the second angle, but you don't need to evolve the third.","Итак, очень глупый пример: если вы пытаетесь развить конкретный треугольник, вы можете развить первый угол и развить второй угол, но вам не нужно развивать третий."
4.394323123684826," You know what it is already. Now, why do you know? That's a gift for free from geometry in a particular space.","Вы уже знаете, что это такое. Теперь, почему вы знаете? Это подарок бесплатно от геометрии в конкретном пространстве."
5.249635757500926," You know what that angle has to be. And if you evolve an ion channel, which is, ion channels are basically transistors, right?","Вы знаете, каким должен быть этот угол. А если вы разовьете ионный канал, то есть ионные каналы по сути являются транзисторами, верно?"
2.0913602677504186, They're voltage gated current conductances.,Это потенциалозависимые токовые проводимости.
4.104594788429357," If you evolve that ion channel, you immediately get to use things like truth tables.","Если вы разовьете этот ионный канал, вы сразу же сможете использовать такие вещи, как таблицы истинности."
4.389828503843879, You get logic functions. You don't have to evolve the logic function. You don't have to evolve a truth table.,Вы получаете логические функции. Вам не нужно развивать логическую функцию. Вам не нужно разрабатывать таблицу истинности.
2.542052099946837," It doesn't have to be in the DNA. You get it for free, right?","Это не обязательно должно быть в ДНК. Вы получаете его бесплатно, не так ли?"
3.312263689526848," And the fact that if you have NAND gates, you can build anything you want, you get that for free.","А тот факт, что если у вас есть вентили NAND, вы можете построить все, что захотите, вы получаете это бесплатно."
6.170105263157895," All you have to evolve is that first step, that first little machine that enables you to couple to those laws.","Все, что вам нужно для развития, — это этот первый шаг, эта первая маленькая машина, которая позволит вам следовать этим законам."
9.73136842105263," And there's laws of adhesion and many other things. And this is all that interplay between the hardware that's set up by the genetics and the software that's made, right?","А еще есть законы прилипания и многое другое. И это все то взаимодействие между оборудованием, созданным генетикой, и созданным программным обеспечением, верно?"
12.065234899328857, else is a real interplay between the information and the DNA and the laws of physics of computation else is a real interplay between the information and the DNA and the laws of physics of computation and so on.,еще это реальное взаимодействие между информацией и ДНК и законами физики вычислений еще это реальное взаимодействие между информацией и ДНК и законами физики вычислений и так далее.
10.172692561811036," So is it fair to say, just like this idea that the laws of mathematics are discovered, they're latent within the fabric of the universe in that same way the laws of biology are kind of discovered?","Так справедливо ли будет сказать, что, подобно этой идее о том, что законы математики открываются, они скрыты в структуре вселенной точно так же, как открываются законы биологии?"
5.594330603376232," Yeah, I think that's absolutely, and it's probably not a popular view, but I think that's right on the money.","Да, я думаю, что это абсолютно, и это, вероятно, непопулярное мнение, но я думаю, что это правильно по деньгам."
11.891997254632805," Yeah. Well, I think that's a really deep idea. Then embryogenesis is the process of revealing, of embodying, of manifesting these laws.","Ага. Ну, я думаю, это очень глубокая идея. Тогда эмбриогенез есть процесс выявления, воплощения, проявления этих законов."
3.1408993200263216, You're not building the laws.,Вы не строите законы.
9.977563807426684," You're just creating the capacity to reveal. Yes. I think, again, not the standard view of molecular biology by any means, but I think that's right on the money.","Вы просто создаете возможность раскрыться. Да. Я думаю, опять же, это не стандартный взгляд на молекулярную биологию в любом случае, но я думаю, что это правильно по деньгам."
3.532933727311102," I'll give you a simple example. Some of our latest work with these xenobots, right?","Я приведу простой пример. Некоторые из наших последних работ с этими ксеноботами, верно?"
5.30004675081814, So what we've done is to take some skin cells off of an early frog embryo and basically ask about their plasticity.,"Итак, что мы сделали, так это взяли несколько клеток кожи с раннего эмбриона лягушки и в основном спросили об их пластичности."
5.124301075268818," If we give you a chance to sort of reboot your multicellularity in a different context, what would you do?","Если бы мы дали вам шанс перезагрузить вашу многоклеточность в другом контексте, что бы вы сделали?"
1.6892631578947368, Because what you might assume by.,"Потому что то, что вы могли бы предположить."
3.4332368421052624,".. The thing about embryogenesis is that it's super reliable, right?",".. Дело в том, что эмбриогенез очень надежен, верно?"
5.637499999999999, It's very robust. And that really obscures some of its most interesting features. We get used to it.,Это очень надежно. И это действительно скрывает некоторые из его самых интересных особенностей. Мы привыкаем к этому.
5.112359550561798," We get used to the fact that acorns make oak trees and frog eggs make frogs. And we say, well, what else is it going to make?","Мы привыкли к тому, что из желудей растут дубы, а из лягушачьих яиц — лягушки. И мы говорим: ну, а что еще он собирается сделать?"
2.8434299231224127, That's what it makes. That's a standard story. But the reality is.,"Это то, что он делает. Это стандартная история. Но реальность такова."
4.975157894736842,".. And so you look at these skin cells and you say, well, what do they know how to do?",".. И вот вы смотрите на эти клетки кожи и говорите, ну что они умеют делать?"
5.072688995215311," Well, they know how to be a passive boring two dimensional outer layer, keeping the bacteria from getting into the embryo.","Что ж, они умеют пассивно сверлить двухмерный внешний слой, не давая бактериям проникнуть в эмбрион."
10.840487347703842," That's what they know how to do. Well, it turns out that if you take these skin cells and you remove the rest of the embryo, so you remove all of the rest of the cells and you say, well, you're by yourself now, what do you want to do?","Это то, что они умеют делать. Ну, получается, что если вы возьмете эти клетки кожи и удалите остальную часть эмбриона, то вы удалите все остальные клетки и скажете, ну, вы теперь сами по себе, что вы хотите делать? ?"
4.560774247843467, So what they do is they form this multi little creature that runs around the dish.,"Итак, что они делают, так это образуют много маленьких существ, которые бегают по тарелке."
3.1621123500946773, They have all kinds of incredible and incredible capacities.,У них есть все виды невероятных и невероятных способностей.
5.872989690721649, They navigate through mazes. They have various behaviors that they do both independently and together.,"Они перемещаются по лабиринтам. У них есть различное поведение, которое они делают как независимо, так и вместе."
11.095578947368422," Basically, they implement von Neumann's dream of self replication, because if you sprinkle a bunch of loose cells into the dish, what they do is they run around, they collect those cells into little piles.","По сути, они воплощают в жизнь мечту фон Неймана о самовоспроизведении, потому что, если вы насыпаете кучу свободных клеток в чашку, они бегают туда-сюда и собирают эти клетки в маленькие кучки."
4.118736842105264, They sort of mush them together until those little piles become the next generation of xenobots.,"Они как бы смешивают их вместе, пока эти маленькие кучки не станут ксеноботами следующего поколения."
4.852884210526316, So you've got this machine that builds copies of itself from loose material in its environment.,"Итак, у вас есть эта машина, которая строит копии себя из свободного материала в окружающей среде."
4.066133333333333, None of this are things that you would have expected from the frog genome.,"Все это не то, чего можно было бы ожидать от генома лягушки."
7.478974358974358," In fact, the genome is wild type. There's nothing wrong with their genetics. Nothing has been added, no nanomaterials, no genomic editing, nothing.","На самом деле геном дикого типа. В их генетике нет ничего плохого. Ничего не было добавлено, ни наноматериалов, ни редактирования генома, ничего."
3.353779264214047, And so what we have done there is engineered by subtraction.,"Итак, то, что мы сделали, создано методом вычитания."
5.849583146571044, What you've done is you've removed the other cells that normally basically bully these cells into being skin cells.,"Что вы сделали, так это удалили другие клетки, которые обычно запугивают эти клетки, превращая их в клетки кожи."
6.038797982013599," And you find out that what they really want to do is to be this, their default behaviors to be a xenobot.","И вы обнаружите, что на самом деле они хотят быть такими, их поведение по умолчанию — быть ксеноботами."
5.745944286027638," But in vivo, in the embryo, they get told to be skinned by these other cell types.","Но в естественных условиях, в зародыше, с них сдирают кожу другие типы клеток."
4.7272472033340645, And so now here comes this really interesting question that you just posed.,"И вот теперь возникает действительно интересный вопрос, который вы только что задали."
7.203953328757722," When you ask where does the form of the tadpole and the frog come from, the standard answer is, well, it's selection.","Когда вы спрашиваете, откуда берется форма головастика и лягушки, стандартный ответ: ну, это отбор."
6.588387096774193," So over millions of years, it's been shaped to produce the specific body that's fit for froggy environments.","Таким образом, за миллионы лет он сформировался таким образом, чтобы создать особое тело, подходящее для лягушачьей среды."
1.76, Where does the shape of the xenobot come from?,Откуда взялась форма ксенобота?
3.289887640449438, There's never been any xenobots. There's never been selection to be a good xenobot.,"Ксеноботов никогда не было. Никогда не было выбора, чтобы быть хорошим ксеноботом."
8.699553983916044," These cells find themselves in the new environment. In 48 hours, they figure out how to be an entirely different protoorganism with new capacities like kinematic self replication.","Эти клетки оказываются в новой среде. За 48 часов они выясняют, как стать совершенно другим протоорганизмом с новыми способностями, такими как кинематическое самовоспроизведение."
5.062473269251539, That's not how frogs or tadpoles replicate. We've made it impossible for them to replicate their normal way.,"Это не то, как размножаются лягушки или головастики. Мы сделали невозможным для них воспроизведение их обычного образа жизни."
4.274536719286205," Within a couple of days, these guys find a new way of doing it that's not done anywhere else in the biosphere.","В течение пары дней эти ребята находят новый способ сделать это, которого нет больше нигде в биосфере."
3.4171273344651953," Well, actually, let's step back and define, what are xenobots?","Ну, собственно, давайте отступим и определим, что такое ксеноботы?"
6.172631578947369, So a xenobot is a self assembling little protoorganism. It's also a biological robot.,"Итак, ксенобот — это самособирающийся маленький протоорганизм. Это тоже биологический робот."
5.169503759398496, Those things are not distinct. It's a member of both classes. How much is it biology?,Эти вещи не различимы. Это член обоих классов. Сколько стоит биология?
